id,ka_SAEM,V_SAEM,k_SAEM,ka_mean,V_mean,k_mean,ka_sd,V_sd,k_sd,ka_randomEffects,V_randomEffects,k_randomEffects
1,-1.28912439360705822,2.15167140688468672,-3.55565107639474398,-1.28582134757436939,2.14413554613440827,-3.55252112526991093,0.18826670095288589,0.09450444507789221,0.16153005668535558,-0.79304393349357616,0.11529548305565157,0.47571718245850458
2,-0.46026202978358305,2.01944008407712783,-4.19116612733129656,-0.49007449784458573,2.00323508625048907,-4.16227930859285866,0.70264362439683314,0.10026254333914247,0.14456223961735096,0.00270291623620819,-0.02560497682826989,-0.13404100086444068
3,-0.80474780319783956,2.06589440257550239,-4.09697973650217762,-0.79154541159994696,2.07470038048341854,-4.11402027627845435,0.19322758030069234,0.06949094648171761,0.13185172654224608,-0.29876799751915450,0.04586031740465896,-0.08578196855003652
4,-0.34460589248017570,2.08823231133862919,-4.22345790832923029,-0.41034565602092710,2.09518674005426853,-4.22860453696439276,0.34919308704042212,0.05343863114200635,0.11504953042700811,0.08243175805986640,0.06634667697550706,-0.20036622923597469
5,-0.04494169326222927,1.60419401659498972,-4.18537170181781004,0.01692694352494491,1.61016582602743585,-4.21295092283167794,0.40892320713308444,0.05096393837444604,0.11977743988412362,0.50970435760573796,-0.41867423705132195,-0.18471261510326123
6,-0.48960687019850946,2.37247259722487369,-4.04462346218230273,-0.50490949449986133,2.36274100959715438,-4.04419693674786540,0.66662108352259908,0.08069627690156222,0.15398563396617082,-0.01213208041906826,0.33390094651839325,-0.01595862901944920
7,0.10989321002856894,1.83252998892187424,-3.40861569225066718,0.15134725379109099,1.83928376095498614,-3.42268714193709078,0.43335297880539314,0.06308333289721138,0.13113032339843705,0.64412466787188372,-0.18955630212377192,0.60555116579132739
8,0.68782596604522661,2.02802562276744069,-3.70531934335332069,0.61655354997317580,2.03574465743299982,-3.72083132317797549,0.29905142886396147,0.03685637730474043,0.09889976121028471,1.10933096405396947,0.00690459435423845,0.30740698455044368
9,-1.12963992709950456,1.66112963655525903,-3.93467369740116668,-1.10494447801513251,1.66411370262488556,-3.93947377313937785,0.11906588282168482,0.05083333106938030,0.11403891324850479,-0.61216706393434039,-0.36472636045387413,0.08876453458903751
10,-0.50523230432914434,2.09975966363893951,-4.17851219615810354,-0.49874154180390179,2.10346547380613869,-4.18466576838161330,0.67590980656479271,0.10927203093157369,0.15710369798593174,-0.00596412772310840,0.07462541072738010,-0.15642746065320304
11,-0.29655926341202116,1.94448762237570993,-3.89623409612767757,-0.24937152966077969,1.94935633100341366,-3.91449106326626595,0.18450867067696392,0.05268984310277355,0.10906597411580515,0.24340588442001382,-0.07948373207534518,0.11374724446215159
12,-1.69474442173574347,1.87960361662409703,-3.88381630009675716,-1.68193732181570432,1.89329018643147173,-3.90325990312349713,0.14721578828356749,0.08411351270126244,0.13255370235888225,-1.18915990773491043,-0.13554987664728804,0.12497840460492053
13,-0.69652667009569180,2.13467182044420056,-3.82747011313565677,-0.67501624464129284,2.14624505435851098,-3.85168923240210992,0.17938580826931494,0.06560971181942103,0.12495115692541058,-0.18223883056049939,0.11740499127975326,0.17654907532630318
14,-0.51599251451848904,1.79691719287550056,-3.70347298965199645,-0.50960802749595602,1.79741912514532132,-3.71732448835385787,0.15767019773119362,0.07016962807950322,0.13874046402346388,-0.01683061341516237,-0.23142093793343746,0.31091381937455947
15,-0.25269125042948398,1.87981113489850582,-4.17783821001724753,-0.28258319616360156,1.87833182634212914,-4.17217150996796970,0.21594194901556218,0.05631691532488006,0.12326915211583238,0.21019421791719176,-0.15050823673663113,-0.14393320223955353
16,-0.52090814495995297,1.79705260113271326,-4.13495335988946167,-0.50947464600393422,1.80394608110031296,-4.14202219852050746,0.66407187157570546,0.10141102441085037,0.14293069825846846,-0.01669723192314086,-0.22489398197844532,-0.11378389079208404
17,-0.42543501027196345,2.25678295829048947,-4.08817719234899890,-0.42557076751950884,2.26324417933148636,-4.09099825524746219,0.64766336547963810,0.11090211316466059,0.15696350192889402,0.06720664656128460,0.23440411625272825,-0.06275994751904153
18,-0.43619803332340268,2.18394563672159014,-3.93041909229861020,-0.43991357181594509,2.16515040986295570,-3.89538064340285439,0.66241262548976221,0.12259551280367313,0.15503949389701704,0.05286384226484854,0.13631034678419421,0.13285766432556428
19,-0.41626243846513972,2.18701590865061313,-3.87496849975878055,-0.41941656317019427,2.18392083748201715,-3.88322976872619874,0.62490153686280736,0.13062873137859410,0.16312007110825549,0.07336085091059917,0.15508077440326146,0.14500853900222005
20,-0.46400480684416151,1.90387507791086463,-4.22725366240115275,-0.50811331531939063,1.91219672248453731,-4.23891155313645829,0.62549213515704738,0.10171749779373107,0.14826193186184675,-0.01533590123859717,-0.11664334059421889,-0.21067324540803750
21,-0.49357494784257711,2.12365223626435151,-4.00033965340452813,-0.47122369416732462,2.12288456036744000,-4.01893651653861017,0.65113426765099058,0.12013717431691459,0.16045710104840544,0.02155371991346897,0.09404449728868125,0.00930179118980996
22,-0.51536771628139866,1.87784460025664224,-4.18393076454119583,-0.52959899072567385,1.88094269056460206,-4.18648546657169529,0.70971425964466262,0.09996684653698287,0.14714326538897629,-0.03682157664487998,-0.14789737251415705,-0.15824715884328253
23,-0.55490307452365017,2.04851079192577012,-4.12731015997078465,-0.48006779882911688,2.04705425667513685,-4.12657376179957680,0.66941996731195375,0.10066299830174809,0.14449378044295449,0.01270961525167624,0.01821419359637765,-0.09833545407116502
24,-0.50203652866190773,2.23548969279695831,-4.33610582672881062,-0.46058266171490186,2.22826783401075268,-4.33630048262827472,0.67664184970915298,0.09898451302171118,0.15656631697237955,0.03219475236589158,0.19942777093199296,-0.30806217489986271
25,-0.58571520463482951,1.93854511260354645,-4.17526157823135868,-0.48271145551714439,1.95025631751552986,-4.19364737011410682,0.66120606170553475,0.09276048959623467,0.13135181237786497,0.01006595856364860,-0.07858374556322917,-0.16540906238569217
26,-0.45541505954829320,2.07572234575124437,-4.14182468238386470,-0.45906843052040108,2.09036504860818617,-4.17197335655734936,0.66518124005266410,0.09891808517176889,0.14253918480840808,0.03370898356039213,0.06152498552942501,-0.14373504882893506
27,-0.49366081764890696,1.97264508870203348,-4.07461669296755247,-0.51404545865524320,1.97568581388522779,-4.07931956241623084,0.66418560892960699,0.09990373472953269,0.13723068333237007,-0.02126804457444945,-0.05315424919353223,-0.05108125468781145
28,-0.39136507578236668,2.09495991290350991,-4.05778904004566776,-0.48302809982356654,2.10314791350637531,-4.06369471608585719,0.65223874870969578,0.10261072713365164,0.14112894088272754,0.00974931425722704,0.07430785042761794,-0.03545640835744032
