rep,id,ka,V,Cl
1,1,0.0830612037043694,9.55663324611359,0.666183627291822
2,1,0.66953298284929,10.9220582233045,0.544828011777326
1,2,0.239430090900937,10.1475875563799,0.994613517543376
2,2,0.146247386973591,9.47143973267402,1.18451654527774
1,3,0.185446793192653,9.28602018438766,0.907370462679094
2,3,0.18440713021442,8.33919862878177,0.746060768968996
1,4,0.487811492024103,9.61231245043178,0.756678545850092
2,4,0.540450992376828,6.967199919181,0.54851204696037
1,5,0.253750528716426,9.19765763686556,0.920000053609787
2,5,0.148088942913121,10.2535483743866,1.18190649021798
1,6,1.24305090993036,7.77094237250987,0.853182565272508
2,6,0.578065395573302,10.6457009623799,1.08136253504565
1,7,0.340233880719968,9.87555329399791,1.14039967878811
2,7,0.472513492922828,10.1339999502706,1.00842968418621
1,8,0.102256840543556,9.14451949056908,1.24295156222676
2,8,0.133676760982295,11.103908683487,1.39693214171579
1,9,0.245534481661169,9.22544662117835,0.564105345610698
2,9,0.0484737022825679,8.94925232277622,0.703922108827655
1,11,0.22660781820031,8.94070407119403,1.02737006895521
2,11,0.471460862882161,10.5149184643403,0.842393560059663
1,12,0.0903411037408342,9.4028214076623,1.41533669149828
2,12,0.100561832484881,9.48345023099542,1.31281393539423
1,13,0.128052832925405,8.5007114444084,1.38953942446264
2,13,0.514875347098159,8.91005051963847,0.913556801719651
1,14,0.179544199704221,8.59361846737048,0.745358474337793
2,14,0.283119282851936,11.2472094685581,1.19815755636868
1,15,0.560724210014138,9.64900278321876,0.792881342238445
2,15,0.896964774809624,11.17267859742,0.675352623360785
1,16,0.144530773064586,8.18485664871341,0.606490301159061
2,16,0.096696496727406,9.73481886624674,0.46492788802019
1,17,0.094531280993585,10.5800563730943,0.756291575775872
2,17,0.146115723495752,10.1432913456332,0.890643313486778
1,18,0.156295259174669,7.25932618149363,0.635200353731757
2,18,0.0991820527288567,8.31407853406966,0.771163724405231
1,19,0.170098867185724,10.9120105033196,0.814322889707251
2,19,0.170662440099108,9.14798189517591,0.72563119407919
1,20,0.176825428476588,6.94707939472531,0.538802415553501
2,20,0.13117238569162,8.8859202838114,0.561390073163583
1,21,0.152039897454271,12.3076834313467,0.713249141479044
2,21,0.413975245221519,9.00719063030625,0.539364492921524
1,22,0.148583136720696,8.91989082767796,0.622377340312983
2,22,0.0544076727416567,7.92667871985698,0.655772149275898
1,23,0.122618874149753,8.45252610833929,0.65828038635967
2,23,0.08896816022089,8.20440419428511,0.632050743543503
1,24,0.118210406147356,9.99539138037341,0.720487280273948
2,24,0.260493731247889,9.91785734666658,0.495847131011083
1,25,0.147668451265722,10.3985173141109,0.620334384935233
2,25,0.136618991703516,6.8559637641804,0.498527849042904
1,26,0.0648684687736649,8.17296796012067,0.770346321684576
2,26,0.127565303414525,9.06279099921274,0.686568122992627
1,27,0.429417997952571,9.97015979392106,0.64184084703557
2,27,0.272047162482128,8.88336932001202,0.591800418870784
1,28,0.103661124721698,8.72366177071108,0.649201652967611
2,28,0.542614570167138,7.80900096148507,0.469926255086911
1,29,0.234033483958724,7.14273228096352,0.809978518916735
2,29,0.124767408888772,8.98865809983744,0.951978584255386
1,30,0.315263499136801,7.54994535896758,0.491159480113559
2,30,0.377789651184451,8.06168073448337,0.522552199804503
1,31,0.613912299130914,9.43811779962455,0.431976575647195
2,31,0.0726603705153548,8.30083234171178,0.826800626715075
1,32,0.153375989167887,9.78978835912545,0.619361639411993
2,32,0.603383804864692,9.39171185020535,0.48277466925779
