rep,id,ka,V,k,eta_ka,eta_V,eta_k
1,1,0.22967910763075589,7.92498065978659216,0.03591666693110351,-0.97829471436795734,0.04117981627613032,0.70168447642453913
2,1,0.26797570735847215,9.22018386424164049,0.02956400920658165,-0.82408153268372486,0.19255491618262477,0.50704074508078056
1,2,0.90029842173527108,6.31787888760077099,0.01821669577872999,0.38774842316842195,-0.18545653030318188,0.02282155279989873
2,2,0.82990891360864560,6.43437435338514341,0.01841406650624885,0.30633808722694972,-0.16718545233855631,0.03359788532740948
1,3,0.35375886006643692,7.53198704133135877,0.01427731603323717,-0.54636237013334188,-0.00968117276709624,-0.22084498486217186
2,3,0.43914162449550620,7.97036336240416166,0.01804847930450787,-0.33015589680137103,0.04689001995188891,0.01354446091828354
1,4,0.57026222979710128,7.77682353267747306,0.01454098702151406,-0.06888155758873460,0.02230790545175854,-0.20254561826701867
2,4,0.47426260897172307,7.48973995508175960,0.01564126547060486,-0.25321666925626229,-0.01530598510004300,-0.12960432696702373
1,5,1.34513857280506666,5.05164975568143060,0.01218529600686121,0.78927444993542106,-0.40912518884783289,-0.37928699174603153
2,5,1.09617390630970357,4.83325680005043701,0.01598198134106357,0.58460326365952708,-0.45331953691802984,-0.10805504979909042
1,6,0.76391229651378700,11.35913927685255942,0.01730052019317688,0.22347512253668822,0.40118257946101821,-0.02878040123228676
2,6,1.85301623912640312,10.91650045048752027,0.02009956797285272,1.10959212504038218,0.36143538430893685,0.12118134969238969
1,7,3.68160817548346087,6.75476586721908490,0.02874809196655180,1.79612707501056601,-0.11859175293063928,0.47905442740648763
2,7,0.89231641130461858,6.54871061695995760,0.03315113256766374,0.37884292597349556,-0.14957188518209530,0.62155990973161002
1,8,1.88316816790167940,7.69105909319033998,0.02671571382835675,1.12573296826601332,0.01121843438756631,0.40573495393217573
2,8,1.58229069642901665,7.12576342024403608,0.03229159833315073,0.95165101902941140,-0.06512319596292504,0.59529011161475598
1,9,0.32817951470108464,5.78284496107813606,0.01544078495887512,-0.62141710531378302,-0.27394429369001183,-0.14250458864397952
2,9,0.36845197098864418,5.46638310756552759,0.01599653074755636,-0.50566749829663393,-0.33022288882932171,-0.10714510080231499
1,10,0.52867943899299263,9.65157883282244100,0.01390082403123503,-0.14459559215894402,0.23828144850844746,-0.24756885005156626
2,10,0.60631270650446079,8.06867355973752609,0.01865674031753749,-0.00758199458909725,0.05914903887028489,0.04669052067085033
1,11,0.86615850222409985,7.23982493339965760,0.02165019250104825,0.34909005488591727,-0.04924303744314673,0.19549737465863393
2,11,0.65318038489644192,6.92303943014736767,0.01989936886601984,0.06687546649797099,-0.09398516587007544,0.11117104469840244
1,12,0.17511891175275116,6.36524274230287457,0.01901682087013367,-1.24951262600052226,-0.17798769474978893,0.06580692521229281
2,12,0.20024699751883682,7.24881096595664420,0.01771074327953202,-1.11542627272901740,-0.04800261235805148,-0.00534555085734389
1,13,0.51646359123421659,8.20085883761190715,0.02333436687716928,-0.16797307014435070,0.07539882200112080,0.27041027588237343
2,13,0.50825592404613917,9.65729841054953120,0.01469509667474897,-0.18399275668877590,0.23887387838640306,-0.19200309265327231
1,14,0.46828063196264963,6.02422514059972691,0.02578588760641829,-0.26591010775065793,-0.23305119934201701,0.37031037901986208
2,14,0.52213820717666415,5.68674960526977724,0.02812795649559691,-0.15704554735644127,-0.29070122504119644,0.45724700358960702
1,15,1.02512693174064795,6.47851259032738369,0.01426491350807058,0.51759385484867404,-0.16034911759230064,-0.22171404983337517
2,15,0.48640458480892540,6.10465579037714345,0.01681997515986633,-0.22793710828861891,-0.21978833869819803,-0.05694979353127216
1,16,0.71923648356980885,6.20302641743011307,0.01471901481479644,0.16321234495861281,-0.20380275828173944,-0.19037678853542328
2,16,0.15365866598090966,6.54932816332517298,0.01540279111224726,-1.38024417712839842,-0.14947758917701659,-0.14496823720129459
1,17,0.49524650123474312,10.17005574674859325,0.01559401789943463,-0.20992224399227599,0.29060762845622357,-0.13262959852583656
2,17,1.16101814316919172,11.00190061884231163,0.01389388984375302,0.64207474386582408,0.36922797832537579,-0.24806780734661604
1,18,0.56251933732405535,7.84026877549968493,0.02416389218073584,-0.08255235394867266,0.03043305328516865,0.30534248903367178
2,18,0.44112441416142589,8.31898240135398481,0.02028420495678361,-0.32565091096249921,0.08969987674461333,0.13032553098531174
1,19,0.33917213573582861,7.80697700438558240,0.02872900955769154,-0.58847011136306804,0.02617775854277093,0.47839042699396428
2,19,0.30406634133953797,9.92577341243286426,0.01703550044379179,-0.69773195921282272,0.26629468614437757,-0.04421754318504689
1,20,0.59859496976947479,7.04957254185023352,0.01471134107162741,-0.02039267284335433,-0.07587308045446650,-0.19089827345205546
2,20,0.86077873064752686,8.07685318316830880,0.01096569485163543,0.34285961538065607,0.06016227606729085,-0.48474522142946785
1,21,0.23686495045590328,7.96398087350722683,0.01780258651581534,-0.94748771548061617,0.04608892150142552,-0.00017321463487097
2,21,1.58634516102183620,7.38562122814203104,0.01826772226037279,0.95421014351577327,-0.02930503037035703,0.02561872033909296
1,22,0.24496468140550193,7.58427401582837568,0.01495749407215109,-0.91386382227687546,-0.00276316799968113,-0.17430452128456153
2,22,0.49479994323995191,6.40656960559665034,0.01333654149711865,-0.21082433909612996,-0.17151609833041337,-0.28900922246648708
1,23,1.47797901530189257,7.55220153078709355,0.02098671688121630,0.88345303846940171,-0.00700094884120794,0.16437273687265375
2,23,0.60817855644926577,6.05193742067092000,0.01993369755136147,-0.00450934767972533,-0.22846160747859545,0.11289467267526154
1,24,0.11909994699117413,9.02589735230065848,0.01306234823331627,-1.63501483361849109,0.17125786581519042,-0.30978306009828849
2,24,0.99307241633091570,10.20272320640571984,0.00980270549658805,0.48582572330344392,0.29381460259854464,-0.59685855259738840
1,25,0.31537993411432841,7.21279866818332493,0.01439544071515747,-0.66119981283276996,-0.05298302230178864,-0.21260543180846359
