rep,id,p0,alpha,tau
1,1,0.283495,0.029981,71.477212
2,1,0.283495,0.030597,71.458110
3,1,0.283495,0.028450,71.409771
4,1,0.283495,0.030550,71.223842
5,1,0.283495,0.028804,71.095385
6,1,0.283495,0.030224,71.210515
7,1,0.283495,0.029875,71.430580
8,1,0.283495,0.029329,70.889080
9,1,0.283495,0.030646,71.018852
10,1,0.283495,0.028859,71.206487
1,2,0.283495,0.042711,73.371519
2,2,0.283495,0.042711,73.260160
3,2,0.283495,0.042711,73.142087
4,2,0.283495,0.043433,73.358917
5,2,0.283495,0.043433,73.358917
6,2,0.283495,0.043001,73.077365
7,2,0.283495,0.043398,73.369072
8,2,0.283495,0.043398,73.369072
9,2,0.283495,0.043398,73.369072
10,2,0.283495,0.043760,73.352489
1,3,0.283495,0.021833,73.463988
2,3,0.283495,0.021814,73.463988
3,3,0.283495,0.021121,73.184381
4,3,0.283495,0.022015,73.489279
5,3,0.283495,0.022015,73.419998
6,3,0.283495,0.023045,73.152103
7,3,0.283495,0.022271,73.406853
8,3,0.283495,0.022061,73.489648
9,3,0.283495,0.021212,73.131559
10,3,0.283495,0.022250,73.550556
1,4,0.283495,0.045565,62.484157
2,4,0.283495,0.044836,62.259798
3,4,0.283495,0.044836,62.259798
4,4,0.283495,0.044836,62.358017
5,4,0.283495,0.044836,62.358017
6,4,0.283495,0.045935,62.297525
7,4,0.283495,0.045935,62.297525
8,4,0.283495,0.044698,62.297525
9,4,0.283495,0.044698,62.297525
10,4,0.283495,0.046168,62.297525
1,5,0.283495,0.032365,76.360837
2,5,0.283495,0.031702,76.357841
3,5,0.283495,0.031702,76.357841
4,5,0.283495,0.031553,76.114705
5,5,0.283495,0.030222,76.227413
6,5,0.283495,0.029730,75.682457
7,5,0.283495,0.029314,75.849816
8,5,0.283495,0.028758,76.062427
9,5,0.283495,0.028891,75.887419
10,5,0.283495,0.030658,76.270731
1,6,0.283495,0.070265,59.741580
2,6,0.283495,0.069346,59.737967
3,6,0.283495,0.069346,59.737967
4,6,0.283495,0.069346,59.737967
5,6,0.283495,0.073105,60.048059
6,6,0.283495,0.067799,59.721886
7,6,0.283495,0.069401,59.714996
8,6,0.283495,0.069401,59.714996
9,6,0.283495,0.069080,59.672075
10,6,0.283495,0.069080,59.650706
1,7,0.283495,0.039494,62.484042
2,7,0.283495,0.039494,62.808248
3,7,0.283495,0.039494,62.808248
4,7,0.283495,0.039494,62.808248
5,7,0.283495,0.041420,62.808248
6,7,0.283495,0.041799,62.818939
7,7,0.283495,0.039124,62.563584
8,7,0.283495,0.038838,62.564582
9,7,0.283495,0.037967,62.564582
10,7,0.283495,0.037967,62.489746
1,8,0.283495,0.042600,58.384196
2,8,0.283495,0.038836,58.160594
3,8,0.283495,0.039420,58.548005
4,8,0.283495,0.039470,58.293586
5,8,0.283495,0.040522,58.252824
6,8,0.283495,0.040597,58.287421
7,8,0.283495,0.039061,58.186554
8,8,0.283495,0.039927,57.991880
9,8,0.283495,0.039927,58.377546
10,8,0.283495,0.041433,58.433992
1,9,0.283495,0.043344,63.362900
2,9,0.283495,0.042778,63.149624
3,9,0.283495,0.045373,63.751117
4,9,0.283495,0.045373,63.595548
5,9,0.283495,0.045178,63.595548
6,9,0.283495,0.042618,63.359240
7,9,0.283495,0.044482,63.591713
