rep,id,ka,V,Cl
1,1,0.233120531120537,5.60486214681971,0.411662580969523
2,1,0.442017966169925,11.228792777184,0.450560136843785
1,2,0.163300048975045,14.2044013693864,1.21653837133646
2,2,0.409942649290421,18.7669560059349,1.13759757692049
1,3,1.50382875163417,11.4562166844274,0.873426975620639
2,3,0.2720317216175,10.5165589621424,0.872414637422185
1,4,0.522642764936489,9.86366842389849,0.635145978878918
2,4,1.62644772151295,10.117597740814,0.57083199631123
1,5,0.26478134594972,8.08170979199885,0.873583796061961
2,5,1.04355165815946,16.2542028848672,1.00650228694232
1,6,0.801421829303778,10.3000166464493,1.17283083982382
2,6,1.84026568189805,11.9134512619863,1.25815997780346
1,7,0.267116703432111,6.90397954664435,0.855480207069796
2,7,1.48049784295177,13.1288707162527,1.12983200703353
1,8,0.233652780335047,14.3816317182775,1.27951045624596
2,8,0.152037505434158,11.6874045733357,1.33140429698802
1,9,0.172828258939262,8.84056693109608,0.703824201088502
2,9,0.212850116965566,9.63517488487648,0.296459475955231
1,10,0.14731025780442,20.158152709382,0.213790197553264
2,10,0.150784412966488,21.795124055783,0.229487996871677
1,11,2.95738435035922,15.8650084397684,0.735716018218726
2,11,0.414093613962841,7.81988561893609,0.775118164549928
1,12,0.106965348209522,12.4043568506712,1.43511168068657
2,12,0.0981792076281834,7.6260122316178,1.09328537152383
1,13,0.333806386732614,15.6551961425752,1.41331011237002
2,13,0.155078020765412,9.4189364395395,1.0787359782862
1,14,0.175687975895828,9.54313192725681,1.22874724346147
2,14,0.400537787440426,11.6899309328347,1.09718938709074
1,15,0.895807093914991,11.6237791428947,0.655125801169222
2,15,0.581109561641674,10.2164725605915,0.76862215226474
1,16,0.105835780964968,5.73462860776256,0.49994818872942
2,16,0.19626267636359,10.1985275447931,0.56202603151443
1,17,0.0963856197433236,9.41189689589488,0.818934269107721
2,17,0.128004427322393,9.74708105022165,0.763356425675919
1,18,1.42266908950876,9.84535018744667,0.46664392549306
2,18,0.673201949455264,10.3841655459143,0.610865405629511
1,19,0.476083935848875,9.57947172723494,0.648356233894562
2,19,0.663560352879006,9.09216214547551,0.493093559697807
1,20,0.126221166775683,9.37598538974004,0.46514820578991
2,20,0.136099521949645,8.06413322567385,0.487695255261816
1,21,0.294368664286975,6.45185397629713,0.540242605641791
2,21,0.458209910207228,11.1626246931921,0.549560715750987
1,22,0.151350194070679,7.12702722636512,0.587546827283624
2,22,0.150289293262766,10.0413237826159,0.584524757900916
1,23,1.56631169214253,10.6904420824466,0.467197831009976
2,23,0.231351161195483,9.33758675460065,0.529948599329477
1,24,0.0889575079411978,9.0829243376945,0.923894412627288
2,24,0.356094338324753,11.5910516968866,0.534721287290773
1,25,0.0586820865853533,9.59125305170041,0.745268647766406
2,25,0.179881299720132,8.80604279348594,0.443077584353075
1,26,0.125465539723217,7.12459745305286,0.625268149142806
2,26,0.721337187843679,5.42296940682872,0.385503392933237
1,27,0.474637233281081,6.26448605107089,0.44518302802213
2,27,0.144835681357685,8.68477364221879,0.666539029285234
1,28,0.0913013027988274,7.09899392394569,0.764502347423326
2,28,0.147746972107968,5.89523961778574,0.629415321530941
1,29,0.123431056554134,12.7827393787288,1.11265051914351
2,29,0.592729284481657,8.83642752529355,0.712361384275001
1,30,0.240639675865811,5.41078737173378,0.496052733360378
2,30,0.200996512643458,7.5415926837482,0.366894707469112
1,31,0.312909841793896,10.1078967426169,0.722946564018886
2,31,0.198414669087066,7.36737441544286,0.573171213071836
1,32,0.126069340904072,9.93655421556598,0.368497774928208
2,32,0.200675949169803,12.6226145301669,0.510405695053705
