rep,id,p0,alpha,tau
1,1,0.504827,0.033681,78.514541
2,1,0.504827,0.035259,77.904915
3,1,0.504827,0.036352,77.904915
4,1,0.504827,0.036265,77.715646
5,1,0.504827,0.035990,77.883964
6,1,0.504827,0.036232,77.873408
7,1,0.504827,0.036107,77.787070
8,1,0.504827,0.036107,78.069003
9,1,0.504827,0.035043,78.069003
10,1,0.504827,0.035930,77.888514
1,2,0.504827,0.052333,77.629970
2,2,0.504827,0.052333,77.629970
3,2,0.504827,0.052333,77.629970
4,2,0.504827,0.057391,77.548803
5,2,0.504827,0.057704,77.744182
6,2,0.504827,0.055189,77.744182
7,2,0.504827,0.055189,77.744182
8,2,0.504827,0.055251,77.756118
9,2,0.504827,0.054636,77.576209
10,2,0.504827,0.054972,77.506845
1,3,0.504827,0.025398,82.473036
2,3,0.504827,0.026772,82.795697
3,3,0.504827,0.025623,82.463419
4,3,0.504827,0.025753,82.783198
5,3,0.504827,0.025753,82.783198
6,3,0.504827,0.025510,82.880850
7,3,0.504827,0.024588,83.580968
8,3,0.504827,0.023215,83.761835
9,3,0.504827,0.024436,83.261133
10,3,0.504827,0.024171,82.909247
1,4,0.504827,0.055701,66.684692
2,4,0.504827,0.055701,66.684692
3,4,0.504827,0.060620,66.684692
4,4,0.504827,0.057650,66.475858
5,4,0.504827,0.058722,66.475858
6,4,0.504827,0.058722,66.475858
7,4,0.504827,0.055484,66.522174
8,4,0.504827,0.055484,66.522174
9,4,0.504827,0.055484,66.522174
10,4,0.504827,0.058635,66.522174
1,5,0.504827,0.035200,82.961849
2,5,0.504827,0.035200,82.825414
3,5,0.504827,0.038775,82.270404
4,5,0.504827,0.036964,82.241893
5,5,0.504827,0.037852,82.306617
6,5,0.504827,0.035777,82.455003
7,5,0.504827,0.036047,82.448030
8,5,0.504827,0.036016,82.461483
9,5,0.504827,0.036481,82.588825
10,5,0.504827,0.035643,82.545391
1,6,0.504827,0.088908,62.516175
2,6,0.504827,0.080713,62.312197
3,6,0.504827,0.081897,62.312197
4,6,0.504827,0.083011,62.312197
5,6,0.504827,0.083011,62.366059
6,6,0.504827,0.086843,62.326476
7,6,0.504827,0.087374,62.426575
8,6,0.504827,0.087374,62.661226
9,6,0.504827,0.087374,62.300905
10,6,0.504827,0.082305,62.213418
1,7,0.504827,0.048206,67.675285
2,7,0.504827,0.047914,67.675285
3,7,0.504827,0.048634,67.528842
4,7,0.504827,0.048634,67.528842
5,7,0.504827,0.048634,67.528842
6,7,0.504827,0.048634,67.528842
7,7,0.504827,0.048062,67.528842
8,7,0.504827,0.048062,67.528842
9,7,0.504827,0.048062,67.554238
10,7,0.504827,0.048062,67.554238
1,8,0.504827,0.046333,63.299786
2,8,0.504827,0.049591,63.186329
3,8,0.504827,0.049591,62.750420
4,8,0.504827,0.049953,62.750406
5,8,0.504827,0.050124,62.750406
6,8,0.504827,0.051665,62.905728
7,8,0.504827,0.051665,62.566157
8,8,0.504827,0.051665,62.566157
9,8,0.504827,0.052093,62.591675
10,8,0.504827,0.051599,62.343187
1,9,0.504827,0.054442,67.738483
2,9,0.504827,0.054442,67.738483
3,9,0.504827,0.054442,67.738483
4,9,0.504827,0.054442,67.738483
5,9,0.504827,0.057065,67.738483
6,9,0.504827,0.050866,67.814460
7,9,0.504827,0.051827,67.814460
8,9,0.504827,0.053019,67.772166
9,9,0.504827,0.053019,67.772166
10,9,0.504827,0.053019,67.772166
1,10,0.504827,0.022976,86.976768
2,10,0.504827,0.024301,86.240532
3,10,0.504827,0.024498,86.518496
4,10,0.504827,0.023990,86.737986
5,10,0.504827,0.023990,86.737986
6,10,0.504827,0.023990,86.737986
7,10,0.504827,0.023990,86.737986
8,10,0.504827,0.023990,86.673899
9,10,0.504827,0.023990,86.673899
10,10,0.504827,0.022813,87.120238
1,11,0.504827,0.104229,66.831635
2,11,0.504827,0.112104,66.595174
3,11,0.504827,0.112104,66.548464
4,11,0.504827,0.112104,66.548464
5,11,0.504827,0.112104,66.564811
6,11,0.504827,0.112104,66.564811
7,11,0.504827,0.105339,66.972569
8,11,0.504827,0.105339,66.943019
9,11,0.504827,0.103110,66.773386
10,11,0.504827,0.103000,67.126169
1,12,0.504827,0.045232,80.438504
2,12,0.504827,0.047711,80.072058
3,12,0.504827,0.045857,80.184810
4,12,0.504827,0.047395,80.450624
5,12,0.504827,0.044534,80.265451
6,12,0.504827,0.044534,80.265451
7,12,0.504827,0.045372,80.279717
8,12,0.504827,0.045538,80.473927
9,12,0.504827,0.044827,80.226643
10,12,0.504827,0.048004,80.226643
1,13,0.504827,0.067464,73.415322
2,13,0.504827,0.067464,73.415322
3,13,0.504827,0.069497,73.415322
4,13,0.504827,0.072139,73.415322
5,13,0.504827,0.070734,73.415322
6,13,0.504827,0.069223,73.402555
7,13,0.504827,0.069223,73.402555
8,13,0.504827,0.069189,73.402555
9,13,0.504827,0.069189,73.402555
10,13,0.504827,0.069189,73.380548
1,14,0.504827,0.096810,69.982886
2,14,0.504827,0.096896,69.959044
3,14,0.504827,0.096896,70.277719
4,14,0.504827,0.097139,70.202367
5,14,0.504827,0.097139,70.202367
6,14,0.504827,0.101668,70.214579
7,14,0.504827,0.101668,70.214579
8,14,0.504827,0.093558,70.214579
9,14,0.504827,0.096323,70.200685
10,14,0.504827,0.096323,70.195472
1,15,0.504827,0.065216,84.850079
2,15,0.504827,0.066942,84.654748
3,15,0.504827,0.059931,85.069201
4,15,0.504827,0.058924,85.046040
5,15,0.504827,0.057938,84.920503
6,15,0.504827,0.059440,85.118625
7,15,0.504827,0.060736,84.906417
8,15,0.504827,0.060736,84.872860
9,15,0.504827,0.060736,84.872860
10,15,0.504827,0.060736,84.896843
1,16,0.504827,0.039574,63.876742
2,16,0.504827,0.041502,64.093122
3,16,0.504827,0.043324,64.093122
4,16,0.504827,0.041755,64.093122
5,16,0.504827,0.042767,63.925194
6,16,0.504827,0.042990,63.860331
7,16,0.504827,0.041550,64.287098
8,16,0.504827,0.041550,64.287098
9,16,0.504827,0.041411,64.228114
10,16,0.504827,0.040969,63.984685
1,17,0.504827,0.059790,75.181228
2,17,0.504827,0.059790,75.266105
3,17,0.504827,0.058901,75.142835
