id,time,y,amount
1,1,12.36506,1
1,3,17.01042,1
1,5,24.65637,1
1,7,31.10027,1
1,9,31.12049,1
1,11,33.99311,1
1,13,36.98867,1
1,15,42.6552,1
1,17,41.61614,1
1,19,56.79334,1
1,21,61.51972,1
1,23,60.72329,1
1,25,68.07045,1
1,27,64.35848,1
1,29,85.82888,1
1,31,88.86647,1
1,33,79.14322,1
1,35,102.81484,1
1,37,90.81456,1
1,39,115.94201,1
1,41,92.59836,1
1,43,110.9537,1
1,45,106.05085,1
1,47,110.6694,1
1,49,154.21556,1
2,1,12.20723,1
2,3,15.44515,1
2,5,20.98175,1
2,7,21.8342,1
2,9,32.1987,1
2,11,27.22184,1
2,13,37.74184,1
2,15,33.97726,1
2,17,46.85677,1
2,19,45.88481,1
2,21,51.83535,1
2,23,57.09517,1
2,25,56.43566,1
2,27,63.41134,1
2,29,71.64452,1
2,31,61.33823,1
2,33,76.09075,1
2,35,67.70826,1
2,37,86.30087,1
2,39,72.55809,1
2,41,83.12021,1
2,43,79.61641,1
2,45,101.83423,1
2,47,79.82323,1
2,49,100.53055,1
3,1,11.69077,1
3,3,14.91301,1
3,5,16.1608,1
3,7,23.93322,1
3,9,29.35884,1
3,11,31.27764,1
3,13,39.18041,1
3,15,32.26407,1
3,17,41.65238,1
3,19,43.66608,1
3,21,46.88714,1
3,23,51.15487,1
3,25,67.80343,1
3,27,60.89475,1
3,29,65.40324,1
3,31,78.88033,1
3,33,69.22644,1
3,35,76.67547,1
3,37,80.98311,1
3,39,85.21323,1
3,41,110.62472,1
3,43,110.74358,1
3,45,88.5362,1
3,47,106.22469,1
3,49,108.11761,1
4,1,8.27217,1
4,3,12.41622,1
4,5,20.92404,1
4,7,20.60249,1
4,9,26.651,1
4,11,24.86684,1
4,13,32.80399,1
4,15,38.62267,1
4,17,45.43021,1
4,19,37.1893,1
4,21,61.56324,1
4,23,55.90929,1
4,25,58.56783,1
4,27,64.64736,1
4,29,79.73166,1
4,31,79.10624,1
4,33,80.91828,1
4,35,72.75824,1
4,37,82.60326,1
4,39,78.77263,1
4,41,97.8987,1
4,43,108.1016,1
4,45,111.17261,1
4,47,104.24204,1
4,49,116.90355,1
5,1,10.33495,1
5,3,18.43666,1
5,5,19.5331,1
5,7,22.25678,1
5,9,28.62805,1
5,11,32.22242,1
5,13,32.6857,1
5,15,42.47058,1
5,17,42.67655,1
5,19,47.68806,1
5,21,51.22388,1
5,23,55.00024,1
5,25,61.65323,1
5,27,76.1967,1
5,29,70.85571,1
5,31,55.68995,1
5,33,89.64591,1
5,35,74.71932,1
5,37,73.27128,1
5,39,82.51641,1
5,41,84.46391,1
5,43,98.85679,1
5,45,112.00895,1
5,47,93.8359,1
5,49,109.084,1
6,1,8.39366,1
6,3,12.90351,1
6,5,11.61542,1
6,7,16.36075,1
6,9,25.26042,1
6,11,25.64255,1
6,13,32.25167,1
6,15,27.54405,1
6,17,39.85576,1
6,19,39.06748,1
6,21,44.21168,1
6,23,49.48646,1
6,25,56.27245,1
6,27,57.53556,1
6,29,54.50486,1
6,31,61.48296,1
6,33,61.22135,1
6,35,65.40224,1
6,37,65.84978,1
6,39,72.68199,1
6,41,81.09247,1
6,43,99.88741,1
6,45,101.0265,1
