rep,id,eta_s,eta_d,eta_beta,eta_delta,eta_p,eta_c,eta_eta,eta_epsilon
1,1,0.616415436184553,-0.152265852579161,-0.589199665341235,-0.705098497351264,-1.00360449178684,-0.10015057098348,6.59885181752819,-1.96340233899682
1,2,0.0905231358951593,-0.568692846190293,-0.300717145650395,0.115420375573425,0.82131442172135,-0.527500841434646,-8.56092579091233,-4.29563252866924
1,3,0.219108278533796,0.33228852708104,-0.491731034705348,-0.489015794515598,-0.835454100337291,0.0613408779276419,3.16363926625653,1.66227935047188
1,4,-0.465279472973998,-0.339657289209257,0.914567796483738,0.395004186154396,0.0780514470952101,0.0080428671448618,-7.52770774831036,0.480852755766172
1,5,0.287577463970187,-0.276879686888148,-0.386598501658138,-0.089629571131626,-0.645771928949735,-1.63106253781515,10.3014466416721,2.38736424529797
1,6,0.724145303094061,0.0598041092961897,1.0154128606619,0.12273280665938,0.374849579122979,-0.00343482832903774,7.79741451040156,0.293713868453873
1,7,-0.900703618910177,0.236553062979745,0.612595240102058,-0.0921249300689797,-0.116034044458311,-0.071757648028715,-2.13807840712989,0.390968058746106
1,8,0.202849396753809,-0.0555720760291291,0.449876454942272,0.814992789961644,-0.449210906849457,0.881852403707569,-5.27932025963768,-1.85890288408528
1,9,-0.0975203939608402,0.570102521730503,0.348267071415137,-0.316409608525138,0.423638205316902,-1.38451822695772,-5.45043345183438,-2.04058006387795
1,10,0.0841619162151384,-0.224023009136764,-0.119503159560736,0.439357837917268,-0.0963177133219739,0.11013600925566,1.99230207987261,-0.152365930781158
1,11,-0.202606350451679,-0.44417443195563,-0.0118963937453334,1.00175676360519,0.267520912115801,0.199356422316356,-2.52402997848898,3.23806658308981
1,12,0.220189069881807,0.227040659693753,0.110562443465719,-0.185248285854542,-1.46355790851746,1.03840499748241,-5.69997239505791,5.35940987890176
1,13,-0.75167232854696,-0.376211429003145,-0.0797681210218357,-0.127135398285089,-0.241709071190636,0.748301324546716,-2.80919846208477,-0.0131822740945381
1,14,-0.153725746059143,0.0942189154601322,1.48072373538633,1.07690264378977,-1.12741674232559,-0.137180591800711,2.03455696223728,1.03971185823674
1,15,0.0889563150937649,0.0955019375829632,-0.245784824999973,0.0350457635057664,0.589855928626867,-0.22358046104683,-3.22873828494705,-3.39497658186223
1,16,-0.383914187785517,-0.241460018913339,-0.604591021988531,0.208863782339464,0.241800149667522,0.90284309225333,7.00132246529983,1.75393699035602
1,17,-0.373785788303553,0.954554459381476,-0.0541837466850446,-0.497607606114593,-0.355804766014204,0.268859881515815,-1.3134932083054,-2.25378999338683
1,18,0.0561513016358699,0.161406534060972,0.571088000122048,-0.223226014666879,1.39776681158333,0.121847262021955,9.39128637877386,-1.3330668043307
1,19,-0.051919691260065,-0.724784371829145,-0.0362880038692666,0.0183115719781792,-0.160290250489481,-1.65221503338314,-7.90085642148666,-2.8197314722673
1,20,0.0746758688080309,0.248062390778046,0.618449671931513,-0.47724792807983,-1.34933827147681,-1.54660209917569,-0.930834992677382,-1.88379867603294
1,21,0.389790882837128,0.0512540833666709,-0.0115975186137067,-0.174445374869414,-0.173919025413739,-0.772025464507785,4.54685511034277,-2.30566066402412
1,22,-0.144814575739416,0.742166161381619,-0.282083533952129,-0.0551453153526245,0.809166064403407,0.369610927544792,-2.92857882812822,-2.92996862659762
1,23,0.519204100361673,0.413778069386229,-0.901665356198665,-0.399517374008662,-0.0433712771553187,0.41597640214582,-1.47812100447489,-4.10546854116409
1,24,0.566460214915546,0.0840432162484062,-0.690876079316325,-0.737052746828099,-0.715239792454287,-0.298703841529671,-2.45635648321121,-1.9743425414159
1,25,-0.600292727599015,0.75282060978894,1.14742932671948,-0.439906449075923,-0.309751631928997,-0.192506884955956,2.9032686558229,5.21389836128217
1,26,0.253126834163867,0.768468014373674,-0.0520417617804654,-0.437549959552479,-1.40943540154017,-0.0616834039880041,-1.40481380991645,5.70501637651667
1,27,0.205893541078307,0.245926097484922,0.142872719989114,0.13317239244979,-1.63838471621125,-0.690461017320053,-8.92561077533966,0.85772529116268
1,28,-0.651155741631582,-0.648855741748852,-0.591804130123384,-0.268990860925909,-0.476276274511866,-0.433129216226628,3.12047382323048,1.69213443162851
1,29,-0.296347325318698,0.291996063821792,0.925117033616797,-0.226112724650969,-0.660141025787379,-1.31200695324655,4.5292714483022,3.45439953997741
1,30,-0.272995048936302,0.289950675648976,1.2711015734127,-0.230417169619233,0.982630782950292,0.722554567195357,-4.99731936665009,-0.062030522479237
1,31,0.296103475702305,-0.318486531320622,0.642648720362367,-0.538953581090867,-1.6257941286684,-0.689137666875199,-3.81945570549438,0.710526775730595
1,32,0.0120357198794139,0.681889011128009,0.398384054272611,-0.302945930913659,1.05354260456881,0.240273847881622,1.00984754195061,2.30872151450635
1,33,0.10101969909077,0.137552553491786,-0.8946988468672,-0.316273185451013,-0.938721936184783,-1.62331249296953,4.65309609344546,1.71947554668912
1,34,0.199942609837803,-0.947536544906443,0.0670214555446975,-0.398410945549889,0.140390037831797,0.949929163450216,-8.72886833707422,-3.18872041184466
1,35,0.201605189519137,0.112409658767628,0.5030302162219,-0.090625596061265,-1.58539413809141,0.966802933393941,-2.76519442211767,-1.33001529184674
1,36,0.790581193576309,-0.283574657418259,-0.477784776257542,-0.331212999737134,0.0531497988984935,-0.699520002115383,5.85351704278149,-0.645566125072134
1,37,-0.208789653955364,-0.308652444372615,-0.224143991483608,0.00386468674116003,-2.19977952804963,-0.106276061854144,8.70950567273487,0.00348674517237002
1,38,-0.6097548894047,0.202886988802372,-0.488723494768958,-0.0806153476362135,0.531208308012363,0.994942674165487,5.2095731902432,-2.55269789771317
