id,time,y,amount
1,1,11.61184,1
1,11,31.69201,1
1,21,51.88818,1
1,31,72.05448,1
1,41,92.21501,1
2,1,10.43477,1
2,11,31.09683,1
2,21,51.68723,1
2,31,72.14464,1
2,41,92.62268,1
3,1,9.49975,1
3,11,28.90162,1
3,21,48.33274,1
3,31,67.54009,1
3,41,87.035,1
4,1,11.17689,1
4,11,30.08773,1
4,21,49.11333,1
4,31,68.02859,1
4,41,86.82939,1
5,1,10.53213,1
5,11,30.71265,1
5,21,51.01728,1
5,31,71.38793,1
5,41,91.63489,1
6,1,10.17821,1
6,11,31.35423,1
6,21,52.7708,1
6,31,74.06772,1
6,41,95.41117,1
7,1,11.8495,1
7,11,32.46139,1
7,21,53.1001,1
7,31,73.8903,1
7,41,94.38491,1
8,1,9.86826,1
8,11,30.29279,1
8,21,50.51242,1
8,31,71.07595,1
8,41,91.45815,1
9,1,7.04241,1
9,11,28.36,1
9,21,49.98235,1
9,31,71.29309,1
9,41,92.61146,1
10,1,11.70775,1
10,11,32.33547,1
10,21,52.87742,1
10,31,73.67208,1
10,41,94.25602,1
11,1,8.96322,1
11,11,29.48314,1
11,21,49.91305,1
11,31,70.35115,1
11,41,90.99848,1
12,1,9.80474,1
12,11,29.35641,1
12,21,48.68523,1
12,31,68.26642,1
12,41,87.34186,1
13,1,8.42049,1
13,11,27.47585,1
13,21,46.9074,1
13,31,66.27863,1
13,41,85.55944,1
14,1,14.05213,1
14,11,34.06562,1
14,21,53.76846,1
14,31,73.89435,1
14,41,93.62075,1
15,1,7.68686,1
15,11,27.00639,1
15,21,46.52613,1
15,31,66.08662,1
15,41,85.56658,1
16,1,12.40298,1
16,11,32.59946,1
16,21,53.47563,1
16,31,74.10609,1
16,41,94.71235,1
17,1,13.90286,1
17,11,36.92236,1
17,21,60.03206,1
17,31,82.95168,1
17,41,105.58411,1
18,1,9.87622,1
18,11,29.81212,1
18,21,49.76988,1
18,31,69.19612,1
18,41,89.33329,1
19,1,9.87176,1
19,11,29.68444,1
19,21,49.37782,1
19,31,69.12424,1
19,41,88.71816,1
20,1,8.61235,1
20,11,28.20721,1
20,21,47.84596,1
20,31,67.56032,1
20,41,87.31062,1
