rep,id,ka,V,k,eta_ka,eta_V,eta_k
1,1,2.23369201290433494,7.98068820488384478,0.25903196158904962,0.86734924227426746,0.10750934962315450,0.03120910503390140
1,2,2.20081914988652017,5.81951207056372866,0.22304757644176479,0.85252304656784317,-0.20829887777756029,-0.11835725689342214
1,3,1.64043935419887443,7.10151839416180142,0.21689738925157750,0.55865751950707554,-0.00920667981803325,-0.14631797175591066
1,4,0.41259019545726877,6.01758494842828284,0.27345931093726250,-0.82160702680736108,-0.17482929186097285,0.08541048621349945
1,5,0.60683770648151703,7.40395555520488191,0.30188142444890859,-0.43580047890679885,0.03249909255108352,0.18429195312797719
1,6,0.57383006281627325,7.45565164874844211,0.26754074013461543,-0.49172856965998818,0.03945705602865401,0.06352950143757918
1,7,0.58246685424804745,7.70957861207666717,0.30133362407287800,-0.47678958309203506,0.07294823202392897,0.18247568369648715
1,8,0.34411222870478930,10.58763267635766425,0.24132564284121760,-1.00309401393289810,0.39017129198126521,-0.03959511634092028
1,9,0.29381795545427486,8.58628434677537378,0.19498175350844421,-1.16110148791381262,0.18065078741120533,-0.25283637043666674
1,10,0.84518649207914553,5.19859299370862971,0.25561372039810598,-0.10450456064267853,-0.32112728849195937,0.01792504737078660
1,11,2.05008124546228787,7.84330064456834997,0.27684814304153615,0.78157283894553475,0.09014444701561630,0.09772678292238113
1,12,0.60178962906795030,5.40608867923308889,0.24096363245766900,-0.44415393347415449,-0.28198944776010593,-0.04109633343230756
1,13,1.29367153561795334,5.91742206245239011,0.24263742799284607,0.32117774204233096,-0.19161440770248150,-0.03417408964201663
1,14,1.21251308125477064,6.29391167821780062,0.23637809502373824,0.25638854708275116,-0.12993253348474099,-0.06030973227614078
1,15,0.80045384441263945,7.27648205470289700,0.20102405088732736,-0.15888299200763190,0.01513221183567426,-0.22231779581402944
1,16,0.61410657273910862,7.91612316858268450,0.24532037672819579,-0.42389338001268684,0.09938628773278402,-0.02317733645378728
1,17,1.49131801246303697,9.68496014529896598,0.26421620873761020,0.46335371572457335,0.30105888242135914,0.05102538759154451
1,18,0.56596369929926726,8.21491640694854830,0.21926773281998305,-0.50553192370166744,0.13643627644338729,-0.13544884543640778
1,19,1.15357322062687762,5.78148006072298948,0.27918526703101165,0.20655768818451875,-0.21485558355947121,0.10613324811160596
1,20,0.99801615673334332,5.81163163876833089,0.25092463432171497,0.06170760095756996,-0.20965393506137664,-0.00058972049298611
1,21,1.71428158753708137,7.88487168130696858,0.27582137223135500,0.60268750810747251,0.09543064717696192,0.09401110126044410
1,22,0.62309417235279996,6.87682786352300379,0.24683373450036949,-0.40936419749560810,-0.04135782006043764,-0.01702738257760861
1,23,0.62868110427729929,8.86794080973663057,0.30312568643295335,-0.40043772462643357,0.21292731780835683,0.18840517333953088
1,24,0.66248957659559171,6.12253639065112409,0.24620584949947638,-0.34805704003842913,-0.15753884575017696,-0.01957438026584191
1,25,0.37909435470710057,6.35518084542682793,0.23410086509209491,-0.90627673322582658,-0.12024493790945656,-0.06999028298516308
1,26,0.57966503457071672,7.87565509952234866,0.27915035246762715,-0.48161145422889068,0.09426106915924559,0.10600818153082292
1,27,0.61471128220731464,7.82722049823657340,0.26021852628905906,-0.42290916658416960,0.08809216658037422,0.03577941086159964
1,28,1.02536349365768897,14.21632933354886141,0.20552641625809343,0.08874059233117888,0.68487595765095022,-0.20016778092771559
1,29,0.24750689773389581,7.65722380992047391,0.24130432457136666,-1.33262341308212195,0.06613419182314684,-0.03968345843032295
1,30,1.31423629554786703,4.59069820934850714,0.28476666287561536,0.33694914772687728,-0.44548317150295480,0.12592776530589345
1,31,1.06612592087850588,5.17459832227403194,0.23379074383293583,0.12772485806671074,-0.32575358207883132,-0.07131589472368027
1,32,0.62361777746438085,9.19021989226486014,0.21309191250623644,-0.40852421975665398,0.24862456408894018,-0.16401876612296529
1,33,5.48622982739485376,8.87752298002647144,0.29777805217989523,1.76593469972252848,0.21400727506782080,0.17060606479717055
1,34,0.72436038316524165,6.85215599244538875,0.29929746453264650,-0.25877282899068144,-0.04495195315801959,0.17569559062776707
1,35,1.72762833502502078,7.19182194572486733,0.22567011283575408,0.61044297799816660,0.00342924026082403,-0.10666809768370045
1,36,0.54698800879750353,7.42203605594228932,0.23324117805739650,-0.53963498391231357,0.03493812127507279,-0.07366933569178746
1,37,0.82930377979233383,9.11725012950140723,0.17855051149051518,-0.12347533507704302,0.24065293839815616,-0.34087081414373377
1,38,1.95176996250805890,6.29411312643118936,0.33076102409198510,0.73243004861831784,-0.12990052715864420,0.27565378015688990
1,39,0.86106317537018939,7.38720569375145786,0.18467958074112523,-0.08589398818476539,0.03023424419585030,-0.30712002542552952
1,40,0.51518113925056119,9.18840952580157833,0.24823150073300834,-0.59954329881189872,0.24842755631127011,-0.01138057142096871
1,41,1.24537312632658237,8.21177860536601401,0.23894941453809401,0.28312859952406622,0.13605423956763762,-0.04949047799355855
1,42,0.38741624137914632,7.05276571219513215,0.23709812508793762,-0.88456219018469362,-0.01609545983656391,-0.05726826751542635
1,43,0.71274522114397321,8.04985089244988039,0.29505741198389551,-0.27493784137790145,0.11613826924837389,0.16142760142823387
1,44,1.66016095082199255,5.23083440974948033,0.21943481703177437,0.57060797064251745,-0.31494449100918076,-0.13468712558806617
1,45,0.44107290133129656,4.53615396846840557,0.23552123212505471,-0.75485169340836067,-0.45743578981826571,-0.06394128583467507
1,46,3.86609825518164518,6.42808010966922350,0.28258506143908030,1.41593921031566827,-0.10883938892402001,0.11823725483274017
1,47,0.73556605583099421,5.51560682900917154,0.33200622587923473,-0.24342151754254021,-0.26193362022258015,0.27941136851822135
