1,1,16.94574,10.49813,1.59229
1,6,74.59355,10.49813,1.59229
1,11,111.86515,10.49813,1.59229
1,16,169.21269,10.49813,1.59229
1,21,225.15928,10.49813,1.59229
1,26,273.91263,10.49813,1.59229
1,31,324.62758,10.49813,1.59229
1,36,384.48955,10.49813,1.59229
1,41,440.0952,10.49813,1.59229
1,46,482.44054,10.49813,1.59229
2,1,8.87362,11.00125,2.94213
2,6,83.00444,11.00125,2.94213
2,11,122.47111,11.00125,2.94213
2,16,178.28293,11.00125,2.94213
2,21,240.06265,11.00125,2.94213
2,26,283.62408,11.00125,2.94213
2,31,355.84933,11.00125,2.94213
2,36,396.12566,11.00125,2.94213
2,41,453.75504,11.00125,2.94213
2,46,510.87332,11.00125,2.94213
3,1,11.31084,11.40548,-1.0279
3,6,65.02225,11.40548,-1.0279
3,11,120.91098,11.40548,-1.0279
3,16,189.66441,11.40548,-1.0279
3,21,232.02684,11.40548,-1.0279
3,26,287.84529,11.40548,-1.0279
3,31,351.88347,11.40548,-1.0279
3,36,410.33992,11.40548,-1.0279
3,41,468.42008,11.40548,-1.0279
3,46,521.45467,11.40548,-1.0279
4,1,7.9109,9.76172,1.3733
4,6,58.62292,9.76172,1.3733
4,11,110.10015,9.76172,1.3733
4,16,158.57363,9.76172,1.3733
4,21,203.61928,9.76172,1.3733
4,26,250.87207,9.76172,1.3733
4,31,304.78034,9.76172,1.3733
4,36,352.83274,9.76172,1.3733
4,41,406.26438,9.76172,1.3733
4,46,452.88606,9.76172,1.3733
5,1,5.75126,9.86793,-0.28965
5,6,52.85479,9.86793,-0.28965
5,11,103.40191,9.86793,-0.28965
5,16,162.27281,9.86793,-0.28965
5,21,206.07407,9.86793,-0.28965
5,26,264.60362,9.86793,-0.28965
5,31,309.46456,9.86793,-0.28965
5,36,352.40918,9.86793,-0.28965
5,41,405.44249,9.86793,-0.28965
5,46,453.74877,9.86793,-0.28965
6,1,6.02802,9.39369,-0.53081
6,6,55.8954,9.39369,-0.53081
6,11,107.88205,9.39369,-0.53081
6,16,154.91312,9.39369,-0.53081
6,21,190.64545,9.39369,-0.53081
6,26,247.56892,9.39369,-0.53081
6,31,290.80243,9.39369,-0.53081
6,36,344.20148,9.39369,-0.53081
6,41,387.71531,9.39369,-0.53081
6,46,431.53336,9.39369,-0.53081
7,1,14.11233,10.00641,-0.13394
7,6,57.92322,10.00641,-0.13394
7,11,112.05172,10.00641,-0.13394
7,16,161.22803,10.00641,-0.13394
7,21,207.8035,10.00641,-0.13394
7,26,259.79211,10.00641,-0.13394
7,31,307.80929,10.00641,-0.13394
7,36,362.45793,10.00641,-0.13394
7,41,415.77154,10.00641,-0.13394
7,46,461.79969,10.00641,-0.13394
8,1,6.15269,9.80187,2.69595
8,6,64.91498,9.80187,2.69595
8,11,118.53969,9.80187,2.69595
8,16,162.36724,9.80187,2.69595
8,21,212.43413,9.80187,2.69595
8,26,255.55973,9.80187,2.69595
8,31,305.76257,9.80187,2.69595
8,36,348.91352,9.80187,2.69595
8,41,407.22411,9.80187,2.69595
8,46,456.24534,9.80187,2.69595
9,1,8.65946,10.34078,-1.53805
9,6,56.46472,10.34078,-1.53805
9,11,111.94533,10.34078,-1.53805
9,16,157.34337,10.34078,-1.53805
9,21,210.41643,10.34078,-1.53805
9,26,265.54833,10.34078,-1.53805
9,31,320.58947,10.34078,-1.53805
9,36,378.36377,10.34078,-1.53805
9,41,414.66973,10.34078,-1.53805
9,46,484.34041,10.34078,-1.53805
10,1,16.89454,9.59581,0.94269
10,6,76.40018,9.59581,0.94269
10,11,107.08321,9.59581,0.94269
10,16,157.40391,9.59581,0.94269
10,21,202.45745,9.59581,0.94269
10,26,258.67703,9.59581,0.94269
10,31,301.04131,9.59581,0.94269
10,36,346.34308,9.59581,0.94269
10,41,398.11656,9.59581,0.94269
10,46,442.44965,9.59581,0.94269
11,1,15.23176,11.78826,3.54242
11,6,67.74988,11.78826,3.54242
11,11,134.60456,11.78826,3.54242
11,16,187.6976,11.78826,3.54242
11,21,250.21608,11.78826,3.54242
11,26,312.93982,11.78826,3.54242
11,31,365.72073,11.78826,3.54242
11,36,424.63209,11.78826,3.54242
11,41,492.75407,11.78826,3.54242
11,46,541.25813,11.78826,3.54242
12,1,13.3209,9.34779,0.96043
12,6,63.22809,9.34779,0.96043
12,11,99.3839,9.34779,0.96043
12,16,151.0493,9.34779,0.96043
12,21,201.50746,9.34779,0.96043
12,26,250.57925,9.34779,0.96043
12,31,290.66868,9.34779,0.96043
12,36,337.5441,9.34779,0.96043
12,41,385.6318,9.34779,0.96043
12,46,420.72078,9.34779,0.96043
13,1,10.64083,10.61809,2.20507
13,6,70.83687,10.61809,2.20507
13,11,123.28247,10.61809,2.20507
13,16,180.97547,10.61809,2.20507
13,21,224.52885,10.61809,2.20507
13,26,277.95323,10.61809,2.20507
13,31,319.34049,10.61809,2.20507
13,36,387.28004,10.61809,2.20507
13,41,437.57723,10.61809,2.20507
13,46,488.5615,10.61809,2.20507
14,1,10.42141,10.49232,0.12706
14,6,66.28619,10.49232,0.12706
14,11,116.22626,10.49232,0.12706
14,16,168.86561,10.49232,0.12706
14,21,225.09748,10.49232,0.12706
14,26,270.90755,10.49232,0.12706
14,31,328.4789,10.49232,0.12706
14,36,382.57408,10.49232,0.12706
14,41,440.6827,10.49232,0.12706
14,46,475.25249,10.49232,0.12706
15,1,17.81409,10.32052,0.92081
15,6,64.39134,10.32052,0.92081
15,11,124.028,10.32052,0.92081
15,16,172.77774,10.32052,0.92081
15,21,224.89021,10.32052,0.92081
15,26,269.20022,10.32052,0.92081
15,31,329.19689,10.32052,0.92081
15,36,376.25427,10.32052,0.92081
15,41,417.34877,10.32052,0.92081
15,46,474.39907,10.32052,0.92081
16,1,4.11551,10.15474,3.6291
16,6,62.08433,10.15474,3.6291
16,11,115.39963,10.15474,3.6291
16,16,175.90463,10.15474,3.6291
16,21,219.56898,10.15474,3.6291
16,26,271.2025,10.15474,3.6291
16,31,314.37965,10.15474,3.6291
16,36,379.9828,10.15474,3.6291
16,41,418.19812,10.15474,3.6291
16,46,476.58178,10.15474,3.6291
17,1,2.83286,9.75268,-2.86734
17,6,58.2739,9.75268,-2.86734
17,11,108.30798,9.75268,-2.86734
17,16,151.92482,9.75268,-2.86734
17,21,199.95487,9.75268,-2.86734
