rep,id,p0,alpha,tau
1,1,0.231792,0.025057,69.193228
2,1,0.231792,0.026294,69.343156
3,1,0.231792,0.026294,69.653053
4,1,0.231792,0.024502,69.071518
5,1,0.231792,0.025610,69.225838
6,1,0.231792,0.024836,69.225838
7,1,0.231792,0.025903,69.364685
8,1,0.231792,0.024912,69.250425
9,1,0.231792,0.025870,69.115380
10,1,0.231792,0.025816,69.432498
1,2,0.231792,0.038318,71.987970
2,2,0.231792,0.038185,72.070084
3,2,0.231792,0.038185,72.070084
4,2,0.231792,0.038185,72.070084
5,2,0.231792,0.038185,72.070084
6,2,0.231792,0.038277,72.070084
7,2,0.231792,0.039219,72.310021
8,2,0.231792,0.039219,72.310021
9,2,0.231792,0.038794,72.000765
10,2,0.231792,0.038794,72.123817
1,3,0.231792,0.017902,70.814806
2,3,0.231792,0.017902,70.765505
3,3,0.231792,0.018731,70.765505
4,3,0.231792,0.019116,70.765505
5,3,0.231792,0.017128,70.765505
6,3,0.231792,0.017512,70.727331
7,3,0.231792,0.019145,70.876320
8,3,0.231792,0.018709,70.876320
9,3,0.231792,0.018242,70.669209
10,3,0.231792,0.018737,70.720540
1,4,0.231792,0.039700,61.087377
2,4,0.231792,0.039700,61.087377
3,4,0.231792,0.039591,61.096292
4,4,0.231792,0.040685,61.166415
5,4,0.231792,0.041357,61.509723
6,4,0.231792,0.041357,61.509723
7,4,0.231792,0.043180,61.509723
8,4,0.231792,0.042131,61.358922
9,4,0.231792,0.041631,61.397617
10,4,0.231792,0.041631,61.397617
1,5,0.231792,0.027153,74.423119
2,5,0.231792,0.026022,74.364437
3,5,0.231792,0.025683,74.260243
4,5,0.231792,0.027211,74.260243
5,5,0.231792,0.027011,74.452883
6,5,0.231792,0.027332,74.326016
7,5,0.231792,0.027262,74.326016
8,5,0.231792,0.026790,74.436145
9,5,0.231792,0.027052,74.149890
10,5,0.231792,0.026672,74.278954
1,6,0.231792,0.060787,58.945021
2,6,0.231792,0.062397,58.901683
3,6,0.231792,0.062397,58.901683
4,6,0.231792,0.059605,58.622754
5,6,0.231792,0.058631,58.659627
6,6,0.231792,0.058631,58.693732
7,6,0.231792,0.059611,58.556196
8,6,0.231792,0.059611,58.556196
9,6,0.231792,0.059611,58.556196
10,6,0.231792,0.060645,58.585290
1,7,0.231792,0.033383,61.074894
2,7,0.231792,0.033383,61.074894
3,7,0.231792,0.033383,61.021279
